A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
Hessam,Tramer,M,208,997-6821,SHOSHONE,ID,83352,M,Y,80000,7.8,0,6600,3300
Judee,Chikaraishi,F,414,644-2890,BANGOR,WI,54614,M,N,60000,5.488912,0,1400,0
Yojiro,Rosenquist,F,608,452-8827,LUXEMBURG,WI,54217,S,N,80000,5.836415,700,0,0
Rudi,Gentner,F,208,718-9955,CRAIGMONT,ID,83523,S,Y,60000,7.8,3300,0,3300
Sandor,Domenig,F,405,233-2701,OSCAR,OK,73561,S,Y,85000,6.25,1000,0,1000
Hannie,Choobineh,F,303,348-6019,HARTSEL,CO,80449,M,Y,75000,4.63,0,0,0
Hansjurgen,Elsanadidi,M,602,932-7717,YOUNGTOWN,AZ,85363,S,N,55000,3.5674999,2100,0,0
Almira,Sloope,M,864,627-4489,CLINTON,SC,29325,M,N,15000,7.0,0,6600,0
Darwin,Paillier,M,319,295-5926,ALBION,IA,50005,S,Y,45000,7.111101,40,0,40
Barbee,Apostopopoulos,F,561,753-3396,PORT CHARLOTTE,FL,33952,S,Y,100000,0.0,0,0,0
Grigore,Petrounias,F,808,833-1170,HONOLULU,HI,96839,S,Y,65000,8.25,1040,0,1040
Gajanana,Gahlot,M,703,696-3215,SANDY LEVEL,VA,24161,M,Y,65000,5.75,0,1800,900
Cristine,Cavalloro,F,980,885-5459,GREENSBORO,NC,27405,M,N,90000,7.6206293,0,6600,0
Devesh,Kayser,M,479,414-6284,FRANKLIN,AR,72536,S,N,15000,3.773037,20,0,0
Filipe,Sereno,M,541,785-5565,HUNTINGTON,OR,97907,S,N,85000,9.0,159,0,0
Murad,Anjur,F,256,193-2530,CHILDERSBURG,AL,35044,S,N,80000,5.0,1500,0,0
Sanjay,Wixon,M,308,131-5457,ENDERS,NE,69027,M,Y,15000,4.7976766,0,206,103
Christopher,Billaud,M,337,662-1439,KRAEMER,LA,70371,M,Y,35000,6.0,0,9000,1000
Tuong,Poch,M,701,661-4197,FARGO,ND,58121,M,N,65000,2.5092063,0,6600,0
Man,Suermann,M,603,282-5831,SPOFFORD,NH,3462,S,Y,10000,0.0,0,0,0
Youquan,Drenick,F,719,257-4032,FORT COLLINS,CO,80528,S,N,70000,4.63,0,0,0
Harris,Press,F,252,333-8228,DURHAM,NC,27705,M,N,80000,7.410839,0,6600,0
Sefeng,Kragelund,F,530,924-8455,CALIPATRIA,CA,92233,S,N,90000,9.3,87,0,0
Deron,Rayne,M,803,669-8729,ARCADIA,SC,29320,M,Y,70000,7.0,0,6600,3300
Hui,Krisper,F,603,604-1030,UNION,NH,3887,M,N,80000,0.0,0,0,0
Nagesh,Tzannes,F,802,753-8741,EAST SAINT JOHNSBURY,VT,5838,S,N,65000,4.298331,3300,0,0
Temple,Smithline,M,605,256-2958,REVA,SD,57651,M,N,80000,0.0,0,0,0
Jinseok,Kleyle,M,207,325-9317,BROOKLIN,ME,4616,S,Y,10000,4.5857663,2850,0,2850
Pnina,Vauttier,M,775,968-3656,HENDERSON,NV,89014,S,N,90000,0.0,0,0,0
Ceon,Brightwell,M,859,618-9186,KRYPTON,KY,41754,S,N,30000,3.5,20,0,0
Fadila,Perng,M,865,608-6347,MEMPHIS,TN,37544,M,N,70000,0.0,0,0,0
Sitvanit,Vongsathorn,M,541,396-6175,PORTLAND,OR,97281,M,Y,95000,9.0,0,318,159
Susann,Faletti,M,773,152-7176,LEONORE,IL,61332,S,N,100000,3.0,2000,0,0
Meyer,Alfredsen,M,603,561-3913,NORTH SANDWICH,NH,3259,S,N,5000,0.0,0,0,0
Wiebe,Sagonas,F,484,618-2932,LANCASTER,PA,17603,S,N,50000,3.07,0,0,0
Lode,McFarlane,F,251,466-9253,BUHL,AL,35446,S,N,60000,5.0,1500,0,0
Yinong,Byoun,F,207,887-4583,SOUTH PORTLAND,ME,4116,S,Y,75000,8.5,2850,0,2850
Roseli,Velasevic,M,406,836-5303,WHITLASH,MT,59545,S,Y,65000,6.9,1900,0,1900
Buenaventura,Frauenstein,F,208,100-7115,POCATELLO,ID,83209,S,N,5000,2.6903439,3300,0,0
Cyrille,Reuter,M,307,503-9184,ETNA,WY,83118,M,Y,90000,0.0,0,0,0
Penny,Sereno,F,231,494-4380,GROSSE ILE,MI,48138,S,Y,65000,3.9,3100,0,3100
Dongxing,Capucciati,F,412,354-4460,TROUTVILLE,PA,15866,S,N,35000,3.07,0,0,0
Lhouari,Deo,F,620,526-5599,PAWNEE ROCK,KS,67567,M,N,90000,6.45,0,4500,0
Haya,Sanada,F,208,752-3061,IDAHO FALLS,ID,83406,S,N,20000,6.948391,3300,0,0
Husheng,Garnier,F,787,261-2879,SAN JUAN,PR,902,M,Y,65000,0.0,0,0,0
Herwig,Undy,M,574,581-8204,WARSAW,IN,46580,M,Y,70000,3.4,0,2000,1000
Pascal,Lumbreras,M,207,337-8971,PORTLAND,ME,4102,S,N,30000,8.5,2850,0,0
Raven,Hoppenstand,M,208,135-6929,SAINT ANTHONY,ID,83445,S,N,95000,7.8,3300,0,0
Ashok,Siromoney,F,939,900-7646,SAN ANTONIO,PR,690,S,Y,35000,0.0,0,0,0
Xuejun,Sherertz,F,202,350-7365,WASHINGTON,DC,20301,S,Y,65000,9.0,1370,0,1370
Matts,Worm,F,208,909-3839,COBALT,ID,83229,M,N,20000,6.948391,0,6600,0
Jolly,Mancey,F,802,763-1010,LYNDON,VT,5849,M,N,40000,3.800944,0,6600,0
Theodor,Podkolzin,M,802,175-8272,EAST ARLINGTON,VT,5252,M,Y,75000,4.4972854,0,6600,3300
Kriton,Paetzold,M,708,550-6579,NORTHBROOK,IL,60065,S,N,50000,3.0,2000,0,0
Juhnyong,Vural,F,315,892-1004,LINCOLNDALE,NY,10540,M,Y,20000,4.0695124,0,0,1000
Elfriede,Ormicki,M,308,674-5743,LIBERTY,NE,68381,S,Y,90000,6.84,103,0,103
Sigehito,Dendrinos,F,216,816-2753,HAMLER,OH,43524,M,N,20000,1.2099231,0,2600,0
Stelios,Wasano,F,843,349-1097,SPARTANBURG,SC,29302,M,Y,85000,7.0,0,6600,3300
Maryse,Gorn,F,931,421-1364,MEMPHIS,TN,38168,S,N,40000,0.0,0,0,0
Yuzo,Grun,M,810,286-1854,EATON RAPIDS,MI,48827,M,Y,65000,3.9,0,6200,3100
Irina,Shiouchi,M,202,572-4039,WASHINGTON,DC,20515,M,N,35000,9.0,0,2740,0
Rabinder,Haldar,M,303,944-7218,BLACK HAWK,CO,80422,S,N,65000,4.63,0,0,0
Kazutaka,Brodsky,M,301,906-5079,BEL AIR,MD,21015,S,N,35000,4.75,2400,0,0
France,Hambury,M,832,945-3826,ABILENE,TX,79606,M,N,55000,0.0,0,0,0
Wei,Schwartzel,F,505,734-8200,FRUITLAND,NM,87416,S,Y,80000,5.3,3300,0,3300
Sofya,Peha,M,302,188-2735,WILMINGTON,DE,19803,M,N,10000,2.540909,0,220,0
Itzchak,Hixon,M,708,122-4668,ALPHA,IL,61413,S,N,95000,3.0,2000,0,0
Munenori,Koldinger,M,307,985-8831,GILLETTE,WY,82716,M,Y,80000,0.0,0,0,0
Aristides,Krotopoulou,M,701,767-4465,PETERSBURG,ND,58272,S,Y,90000,2.7990127,3300,0,3300
Danu,Cavedoni,F,863,429-3484,GONZALEZ,FL,32560,M,N,35000,0.0,0,0,0
Gesine,Bernhard,F,803,952-5726,BEAUFORT,SC,29905,S,N,100000,7.0,3300,0,0
Sihem,Bittan,F,701,366-3592,HATTON,ND,58240,M,Y,75000,2.6251287,0,6600,3300
Kihyun,Rikino,M,515,161-7009,MINBURN,IA,50167,M,Y,55000,8.65488,0,80,40
Nir,Toman,F,630,290-7944,CHICAGO,IL,60645,S,N,80000,3.0,2000,0,0
Kazuyasu,Kawakami,M,641,135-1453,HARPERS FERRY,IA,52146,M,N,100000,8.98,0,80,0
Lonnie,Karush,M,858,530-1167,CALPELLA,CA,95418,M,Y,60000,9.3,0,174,272
Joaquim,Perring,F,808,204-1390,KAPAA,HI,96746,S,Y,90000,8.25,1040,0,1040
Weikai,Tsigas,F,443,309-3276,GAITHERSBURG,MD,20877,M,N,45000,4.75,0,4800,0
Romuald,Clamen,F,620,640-1733,WICHITA,KS,67227,M,Y,35000,6.45,0,4500,2250
Duri,Good,M,601,133-8553,LOUISE,MS,39097,M,N,65000,5.0,0,12000,0
Kyunghee,Brodie,F,304,472-4282,FOLLANSBEE,WV,26037,M,N,75000,6.5,0,4000,0
Vic,Riitters,F,320,200-5964,MARINE ON SAINT CROIX,MN,55047,M,N,25000,5.5895944,0,6600,0
Yatsuka,Vrsalovic,M,339,901-6107,LEXINGTON,MA,2420,S,Y,25000,5.3,3575,0,1000
Jeretta,Glymour,F,217,339-8122,DUNFERMLINE,IL,61524,S,N,40000,3.0,2000,0,0
Grazia,Montemayor,F,574,998-9736,TERRE HAUTE,IN,47805,S,N,40000,3.4,1000,0,0
Nello,Katona,M,509,297-8980,LAKEWOOD,WA,98497,S,N,80000,0.0,0,0,0
Habib,Puterman,F,406,167-8902,LARSLAN,MT,59244,S,N,90000,6.9,1900,0,0
Horward,Shedroff,F,318,976-2088,MORGANZA,LA,70759,M,Y,15000,2.8,0,9000,1000
Moss,Shanblatt,F,605,741-5760,LANGFORD,SD,57454,M,Y,10000,0.0,0,0,0
Grigory,Berk,F,505,472-9118,ROSWELL,NM,88201,M,Y,10000,3.2428572,0,6600,3300
Margus,Felder,F,319,843-1946,COUNCIL BLUFFS,IA,51501,S,Y,90000,8.98,40,0,40
Johanan,O'Donoghue,M,406,769-3765,PENDROY,MT,59467,M,Y,40000,6.9,0,3800,1900
Hongxing,Huttel,F,412,723-7325,MARIETTA,PA,17547,M,N,65000,3.07,0,0,0
Luba,Gurla,F,907,828-2242,PORT HEIDEN,AK,99549,S,Y,65000,0.0,0,0,0
Jane,Grot,M,304,809-9667,NEW HAVEN,WV,25265,M,Y,65000,6.5,0,4000,2000
Mingzeng,Knowles,F,307,512-3664,ROCK SPRINGS,WY,82902,M,N,85000,0.0,0,0,0
Boguslaw,Brogi,F,208,612-6259,DUBOIS,ID,83423,S,N,10000,4.109693,3300,0,0
Pitro,Verhaegh,F,740,409-8179,MORRISTOWN,OH,43759,S,N,80000,3.2016153,1300,0,0
Josh,DiPippo,F,763,258-7162,HANCOCK,MN,56244,S,Y,75000,7.85,3300,0,3300
Thant,Chinin,M,319,828-1898,WALCOTT,IA,52773,M,N,25000,4.0235424,0,80,0
Shimon,Halici,M,360,720-8018,BLACK DIAMOND,WA,98010,S,Y,65000,0.0,0,0,0
Miquel,Nour,M,504,850-5351,FERRIDAY,LA,71334,S,N,55000,6.0,4500,0,0
Rohini,Trosch,M,312,949-9666,ALEDO,IL,61231,S,Y,80000,3.0,2000,0,2000
Swati,Oates,F,913,283-8622,SCHOENCHEN,KS,67667,M,Y,50000,6.45,0,4500,2250
Borivoj,Kubiatowicz,F,757,143-7168,NOKESVILLE,VA,20181,M,N,30000,5.75,0,1800,0
Nesime,Adleman,M,812,752-1743,MICHIGAN CITY,IN,46360,M,Y,80000,3.4,0,2000,1000
Isao,Normark,F,229,648-5541,TALLAPOOSA,GA,30176,S,Y,55000,6.0,2700,0,3000
Frode,Subramaniyam,M,276,650-4696,CARROLLTON,VA,23314,M,N,65000,5.75,0,1800,0
Armen,Wehrenberg,F,207,587-1987,WALPOLE,ME,4573,S,Y,20000,8.5,2850,0,2850
Kees,Lieflander,F,207,228-5691,MORRILL,ME,4952,S,Y,50000,8.5,2850,0,2850
Orin,Colgate,F,201,261-6277,HOWELL,NJ,7731,S,N,65000,2.1096876,1000,0,0
Reiner,Schlimbach,F,425,851-8935,SEATTLE,WA,98124,S,N,15000,0.0,0,0,0
Chandrajit,Schijf,F,406,387-2508,SAINT XAVIER,MT,59075,S,Y,100000,6.9,1900,0,1900
Kon,Dehene,F,808,647-3754,LAHAINA,HI,96761,M,Y,40000,8.25,0,2080,1040
Krishnaiah,Eyal,F,401,566-8151,NEWPORT,RI,2840,S,N,35000,0.0,0,0,0
Kimmo,Roison,F,203,967-4335,NEW PRESTON MARBLE DALE,CT,6777,S,N,45000,5.0,12750,0,0
Wataru,Saclay,F,928,646-9443,PHOENIX,AZ,85021,S,Y,85000,4.0325,2100,0,2300
Lorri,Tayi,M,518,117-4100,MUNNSVILLE,NY,13409,M,Y,85000,4.4460363,0,0,1000
Niklas,Bentzien,M,719,923-9497,AURORA,CO,80019,M,Y,35000,4.63,0,0,0
Tilmann,Tumuluri,F,715,220-4953,WESTBORO,WI,54490,S,Y,55000,5.4020367,700,0,400
Arunabha,Naslund,F,605,940-6118,CANISTOTA,SD,57012,S,N,30000,0.0,0,0,0
Zhilin,Derks,F,339,253-1911,EAST BROOKFIELD,MA,1515,S,Y,75000,5.3,3575,0,1000
Sarantos,Kriegman,M,918,747-2552,OKLAHOMA CITY,OK,73110,M,Y,45000,6.25,0,2000,1000
Kent,Lucio,F,702,144-4643,CARSON CITY,NV,89706,S,Y,20000,0.0,0,0,0
Antoin,Smaragdakis,F,202,734-3834,WASHINGTON,DC,20393,M,N,30000,9.0,0,2740,0
Guido,Huberman,M,203,642-6250,BRISTOL,CT,6010,M,Y,5000,3.0,0,24500,0
Kensei,Sugimura,F,479,782-1823,NORTH LITTLE ROCK,AR,72115,S,Y,35000,7.0,20,0,20
Emilian,Bouguettaya,M,620,984-7984,MANHATTAN,KS,66505,M,N,80000,6.45,0,4500,0
Hikaru,Kreische,M,563,527-9230,SIOUX CENTER,IA,51250,S,N,10000,1.7078737,40,0,0
Staphane,Mavaddat,F,479,604-1990,BRYANT,AR,72089,S,Y,55000,7.0,20,0,20
Eckart,Matrone,F,510,741-8877,OAKLAND,CA,94614,M,N,75000,9.3,0,174,0
Rik,Prete,F,620,776-4824,ELMDALE,KS,66850,M,Y,35000,6.45,0,4500,2250
Chriss,Raugh,F,860,141-5592,HARTFORD,CT,6143,S,Y,65000,5.0,12750,0,0
Pai,Vassallo,F,925,330-9779,HUNTINGTON BEACH,CA,92648,S,Y,60000,9.3,87,0,272
Raschid,Simutis,F,319,709-3291,AREDALE,IA,50605,M,Y,15000,2.479763,0,80,40
Vasant,Ozceri,F,651,462-5419,SAINT CLOUD,MN,56302,M,Y,60000,7.4572573,0,6600,3300
Mariko,Tischendorf,F,864,328-7837,NORTH MYRTLE BEACH,SC,29598,M,Y,25000,7.0,0,6600,3300
Ryuzo,Birta,F,803,431-8785,NORTH AUGUSTA,SC,29841,S,Y,5000,3.563716,3300,0,3300
Orlando,Forchert,F,402,504-5754,PHILLIPS,NE,68865,M,N,10000,3.9097095,0,206,0
Noberto,Imai,F,515,236-9688,WATKINS,IA,52354,S,N,70000,8.98,40,0,0
Rusong,Xerokostas,M,551,364-3173,VAUXHALL,NJ,7088,M,Y,85000,2.4251041,0,2000,1500
Milt,Remp,F,478,500-5305,WESTON,GA,31832,M,N,40000,6.0,0,5400,0
Junehwa,Kipper,M,605,714-7192,LABOLT,SD,57246,S,N,5000,0.0,0,0,0
Yuhichi,Andreasen,F,410,265-1679,HIGHLAND,MD,20777,S,N,30000,4.75,2400,0,0
Ymte,Shinozawa,M,423,966-5395,COLLINWOOD,TN,38450,M,N,25000,0.0,0,0,0
Levis,Conta,M,406,994-2990,BUTTE,MT,59702,S,N,10000,4.916379,1900,0,0
Nili,Michaels,F,401,183-7260,KENYON,RI,2836,S,Y,45000,0.0,0,0,0
Michita,Tvrdik,F,978,555-2622,SHREWSBURY,MA,1546,M,N,10000,5.3,0,7150,0
IJsbrand,Reid,F,980,505-5597,LUMBERTON,NC,28358,S,N,65000,7.0961537,3300,0,0
Narcis,Jarzabek,M,219,385-8369,SOUTH BEND,IN,46613,M,Y,20000,3.4,0,2000,1000
Egbert,Heckmann,M,520,283-6768,TUCSON,AZ,85722,M,Y,40000,3335,0,4200,2300
Tinghe,Focacci,M,406,961-5600,ISMAY,MT,59336,S,N,95000,6.9,1900,0,0
Sakae,Doroslovacki,F,931,157-8854,PURYEAR,TN,38251,S,Y,10000,0.0,0,0,0
M'hamed,Charatonik,M,401,488-8789,PROVIDENCE,RI,2909,M,N,90000,0.0,0,0,0
Wenke,Gaubert,F,765,881-9982,INDIANAPOLIS,IN,46211,M,N,65000,3.4,0,2000,0
Shawn,Karnin,M,662,487-2948,GULFPORT,MS,39506,M,N,55000,5.0,0,12000,0
Yolla,Ravn,F,808,493-6866,LAUPAHOEHOE,HI,96764,S,Y,50000,8.25,1040,0,1040
Atanu,Stamenas,M,402,932-3200,GERING,NE,69341,S,N,25000,6.5736103,103,0,0
Janick,Guojun,F,508,570-5562,MAYNARD,MA,1754,M,Y,80000,5.3,0,7150,1000
Agnes,Clarkson,M,770,199-7772,ARGYLE,GA,31623,M,Y,60000,6.0,0,5400,3000
Sulaiman,Bolbourn,M,219,646-1376,KOUTS,IN,46347,M,N,75000,3.4,0,2000,0
Daishiro,Emiris,F,765,261-1062,OTWELL,IN,47564,S,Y,100000,3.4,1000,0,1000
Sandeepan,Farrow,F,304,470-7173,HUNTINGTON,WV,25723,S,N,35000,4.75,2000,0,0
Ginger,Varhegyi,M,947,111-1929,BROOKLYN,MI,49230,S,N,15000,3.9,3100,0,0
Met,Keustermans,M,605,358-4427,SCENIC,SD,57780,S,Y,100000,0.0,0,0,0
Corey,Schonegge,F,541,300-7851,BEND,OR,97701,M,Y,70000,9.0,0,318,159
Gopalan,Lambadaris,F,605,590-7090,LENNOX,SD,57039,S,Y,45000,0.0,0,0,0
Rodion,Newson,M,401,734-7609,PORTSMOUTH,RI,2871,M,Y,15000,0.0,0,0,0
Sajio,Shermer,M,202,517-2788,WASHINGTON,DC,20211,S,Y,60000,9.0,1370,0,1370
Chandana,Copperman,F,907,458-1755,ANCHORAGE,AK,99530,S,N,95000,0.0,0,0,0
Sivaramakrishnan,Higuchi,F,541,318-2217,TRAIL,OR,97541,S,N,5000,7.4102564,159,0,0
Maik,Woerkom,F,769,307-3701,VOSSBURG,MS,39366,S,N,60000,5.0,6000,0,0
Erik,Nourani,F,603,614-5440,MELVIN VILLAGE,NH,3850,S,N,40000,0.0,0,0,0
Ryutarou,Pouyioutas,M,307,394-7499,FAIRVIEW,WY,83119,M,N,100000,0.0,0,0,0
Barnett,Charissis,M,504,705-6337,BATON ROUGE,LA,70826,M,Y,10000,2.0,0,9000,1000
Mudita,Kinter,M,720,763-4267,COLORADO SPRINGS,CO,80960,M,Y,50000,4.63,0,0,0
Qun,Linzer,F,401,710-7020,SAUNDERSTOWN,RI,2874,S,Y,10000,0.0,0,0,0
Zhaohua,Cleary,F,605,291-8434,DELL RAPIDS,SD,57022,S,Y,65000,0.0,0,0,0
Faris,Biryukow,M,970,583-8054,RAND,CO,80473,S,Y,50000,4.63,0,0,0
Zeng,Kobuchi,F,787,434-3225,CAGUAS,PR,727,M,N,100000,0.0,0,0,0
Einoshin,Crouch,F,802,942-3984,FERRISBURGH,VT,5456,S,Y,50000,3.9998987,3300,0,3300
Yusuf,Phoa,M,704,409-6458,FREMONT,NC,27830,S,Y,80000,7.410839,3300,0,3300
Ewart,Klutke,F,801,545-6410,KANOSH,UT,84637,M,N,90000,7.0,0,4950,0
Swen,Grohoski,M,509,158-5666,BAINBRIDGE ISLAND,WA,98110,M,Y,25000,0.0,0,0,0
Wiet,Rossi,M,813,791-7396,WINTER GARDEN,FL,34778,M,Y,60000,0.0,0,0,0
Anna,Tuuliniemi,F,301,611-3865,CHURCH HILL,MD,21623,M,Y,15000,4.75,0,4800,2400
Lodewijk,Dosser,M,406,463-2746,HOGELAND,MT,59529,S,N,80000,6.9,1900,0,0
Kencheng,Boksenbaum,M,319,169-4674,URBANA,IA,52345,S,Y,50000,7.8829904,40,0,40
Totadri,DeMori,M,862,356-5305,PINE BROOK,NJ,7058,S,N,40000,1.7154167,1000,0,0
Eliseu,Bari,F,225,398-4210,MITTIE,LA,70654,S,Y,15000,2.8,4500,0,1000
Haihong,Benantar,F,718,353-8514,KIRKVILLE,NY,13082,S,Y,90000,4475,0,0,1000
Haiyen,Kamber,M,304,229-8770,SCARBRO,WV,25917,S,N,5000,3.0,2000,0,0
Barnett,Coveyou,M,785,963-4908,ELLSWORTH,KS,67439,S,Y,25000,5.4666667,2250,0,2250
Chander,Rilling,M,818,667-3025,SEBASTOPOL,CA,95472,M,N,30000,6.590543,0,174,0
Lucy,Krauter,F,763,909-9066,HUTCHINSON,MN,55350,M,N,20000,5.35,0,6600,0
Parimal,Ulery,M,478,183-8038,CONYERS,GA,30094,S,N,20000,6.0,2700,0,0
Yuzou,Joseloff,F,252,202-2329,CHARLOTTE,NC,28227,M,Y,25000,6.256993,0,6600,3300
Ido,Pivkina,F,319,330-8231,ROCK RAPIDS,IA,51246,S,N,45000,7.111101,40,0,0
Julian,Wolpe,M,603,170-3255,STRATHAM,NH,3885,S,Y,60000,0.0,0,0,0
Gerri,Matthew,M,802,231-6954,EAST BARRE,VT,5649,M,N,70000,4.397808,0,6600,0
Magatho,Leduc,F,479,149-4437,TIMBO,AR,72657,M,N,65000,7.0,0,40,0
Shuigeng,Kaae,F,410,560-6234,BOWIE,MD,20721,M,Y,5000,4.75,0,4800,2400
Uros,Keeffe,M,240,605-4286,BALTIMORE,MD,21287,S,Y,60000,4.75,2400,0,2400
Daniel,Michailidis,M,603,827-6882,SOUTH TAMWORTH,NH,3883,M,Y,95000,0.0,0,0,0
Gaid,Ismaeel,F,224,308-3695,ROANOKE,IL,61561,S,Y,45000,3.0,2000,0,2000
Hakan,Nourani,M,928,786-5846,PHOENIX,AZ,85068,M,N,45000,3.4125,0,4200,0
Motomichi,Otterbein,M,208,233-6635,SANTA,ID,83866,S,Y,65000,7.8,3300,0,3300
Calum,Hanatani,M,202,421-8046,WASHINGTON,DC,20073,M,N,100000,9.0,0,2740,0
Dongping,Kornhauser,M,605,469-3409,PARKSTON,SD,57366,S,Y,75000,0.0,0,0,0
Qujun,Androutsos,M,928,733-8719,SAFFORD,AZ,85548,S,Y,5000,2.87,2100,0,2300
Royce,Champarnaud,F,405,422-7017,OKLAHOMA CITY,OK,73114,M,Y,15000,6.25,0,2000,1000
Marilde,Katzberg,M,319,609-3262,PARKERSBURG,IA,50665,M,Y,75000,8.98,0,80,40
Pierre,Markosian,F,864,466-5610,CHAPIN,SC,29036,S,Y,5000,3.563716,3300,0,3300
Changguan,Sanghavi,M,907,322-6794,UNALASKA,AK,99685,S,Y,75000,0.0,0,0,0
Jasmina,Honkela,F,641,324-4009,CRYSTAL LAKE,IA,50432,M,N,45000,7.111101,0,80,0
Diogenes,Kasi,M,623,954-4895,ORACLE,AZ,85623,M,Y,25000,3.1025,0,4200,2300
Hagi,Ulgen,M,225,891-8481,LAKE CHARLES,LA,70616,S,N,40000,6.0,4500,0,0
Gookhai,Seguel,M,203,534-5994,NEW CANAAN,CT,6840,S,Y,90000,5.0,12750,0,0
Toru,Panagopoulou,F,304,733-4938,MONTGOMERY,WV,25136,M,N,15000,3.35,0,4000,0
Xinglin,Gill,M,207,284-6304,READFIELD,ME,4355,S,Y,30000,8.5,2850,0,2850
Joao,Puterman,F,701,738-3099,NEW ENGLAND,ND,58647,M,Y,75000,2.6251287,0,6600,3300
Camino,Reinitzer,M,860,209-1757,CANTERBURY,CT,6331,S,N,20000,5.0,12750,0,0
Ossama,Lust,M,219,990-1063,MEROM,IN,47861,M,Y,40000,3.4,0,2000,1000
Nedo,Battaiola,F,860,144-4319,MIDDLETOWN,CT,6457,S,N,45000,5.0,12750,0,0
Sevki,Cronan,M,505,225-8523,MULE CREEK,NM,88051,M,N,30000,5.3,0,6600,0
Minshine,Warkentin,M,406,560-2656,PINESDALE,MT,59841,S,Y,40000,6.9,1900,0,1900
Lionel,Iravani,F,603,835-6566,WARNER,NH,3278,S,Y,30000,0.0,0,0,0
Cristian,Legay,F,305,334-9777,TAMPA,FL,33607,M,N,10000,0.0,0,0,0
Dolores,Vosburgh,M,406,698-5906,GARRYOWEN,MT,59031,M,Y,65000,6.9,0,3800,1900
Nedo,Ramanna,F,989,409-4806,DETROIT,MI,48238,M,Y,75000,3.9,0,6200,3100
Dragan,Parter,F,816,762-8997,HUNTSVILLE,MO,65259,M,Y,100000,6.0,0,4200,1200
Bashar,Tanida,M,701,118-4909,CROSBY,ND,58730,M,Y,5000,2.1,0,6600,3300
Clelia,Langholm,F,808,133-6531,MILILANI,HI,96789,S,N,75000,8.25,1040,0,0
Benedetto,Azevedo,M,636,988-5752,GOBLER,MO,63849,S,N,30000,6.0,2100,0,0
Sati,Gaubert,F,251,361-5760,TRENTON,AL,35774,S,N,30000,5.0,1500,0,0
Hou,Nadel,F,907,497-1328,SAND POINT,AK,99661,S,N,90000,0.0,0,0,0
Vassos,Kaye,F,907,475-6709,VALDEZ,AK,99686,S,Y,45000,0.0,0,0,0
Annabelle,Walston,M,469,709-6003,OAKVILLE,TX,78060,S,N,70000,0.0,0,0,0
Kang,Coron,M,219,514-1068,DEEDSVILLE,IN,46921,M,Y,5000,3.4,0,2000,1000
Richard,Grandbois,F,256,343-3613,BOOTH,AL,36008,S,Y,75000,5.0,1500,0,300
Rajashekar,Brophy,F,772,745-3603,PIERSON,FL,32180,S,Y,40000,0.0,0,0,0
Yuichi,Diehr,M,702,338-9654,RENO,NV,89523,M,Y,80000,0.0,0,0,0
Claudi,Borovoy,F,802,323-9130,HARDWICK,VT,5843,S,Y,85000,4.69624,3300,0,3300
Hongbo,Yonezawa,F,928,863-5883,PRESCOTT,AZ,86313,S,Y,45000,3.4125,2100,0,2300
Mohsin,Wixon,M,580,926-4391,MUSE,OK,74949,S,Y,75000,6.25,1000,0,1000
Einat,Chattopadhyay,M,503,863-6763,TANGENT,OR,97389,M,Y,65000,9.0,0,318,159
Lih,Marchok,M,304,877-5417,DEEP WATER,WV,25057,M,N,5000,3.0,0,4000,0
Ennio,Linares,M,240,696-3122,ACCIDENT,MD,21520,M,N,70000,4.75,0,4800,0
Houston,Showalter,F,551,369-9085,HELMETTA,NJ,8828,S,N,45000,1.7942708,1000,0,0
Rune,Duval,F,732,767-5679,NATIONAL PARK,NJ,8063,S,Y,15000,1.4,1000,0,1500
Andisheh,Cannan,F,540,654-3271,VICTORIA,VA,23974,M,N,90000,5.75,0,1800,0
Nan,Kaib,M,307,710-9938,SHERIDAN,WY,82801,M,N,50000,0.0,0,0,0
Yan,Setiz,M,775,451-8814,LAS VEGAS,NV,89180,S,N,85000,0.0,0,0,0
Bryony,Rubsam,F,443,273-2895,PARSONSBURG,MD,21849,S,Y,75000,4.75,2400,0,2400
Sauli,Georgatos,M,586,195-8941,FREEPORT,MI,49325,S,N,15000,3.9,3100,0,0
Dianxiang,Nguifo,M,939,520-4030,VILLALBA,PR,766,M,N,90000,0.0,0,0,0
Shaogang,Cords,F,432,833-7841,EL PASO,TX,88549,S,Y,65000,0.0,0,0,0
Zhiqun,Aberg,M,406,478-7736,GARDINER,MT,59030,M,Y,40000,6.9,0,3800,1900
Dhritiman,Heppler,M,423,804-5770,CLARKSVILLE,TN,37041,M,Y,60000,0.0,0,0,0
Hoang,Konikowska,M,803,987-9693,MC CORMICK,SC,29835,S,N,20000,7.0,3300,0,0
Ettore,Laplante,M,702,257-4445,WELLS,NV,89835,M,N,55000,0.0,0,0,0
Hilde,Goralwalla,F,909,329-9820,KERNVILLE,CA,93238,S,N,20000,4.2297716,87,0,0
Katsushi,Kumaresan,M,406,585-5321,TWO DOT,MT,59085,S,N,50000,6.9,1900,0,0
Koh,Ormicki,M,720,227-6808,BRIGHTON,CO,80602,S,N,75000,4.63,0,0,0
Shashi,Aue,M,307,209-1412,SHIRLEY BASIN,WY,82615,S,N,100000,0.0,0,0,0
